dispnum3,styear,endyear,outcome,settle,maxdur,mindur,numa,numb,a_stabb,a_styear,a_endyear,a_revstate,a_revtype1,a_revtype2,a_milex,a_milper,a_irst,a_pec,a_tpop,a_upop,a_cinc,b_stabb,b_styear,b_endyear,b_revstate,b_revtype1,b_revtype2,b_milex,b_milper,b_irst,b_pec,b_tpop,b_upop,b_cinc,war_names
2367,1854,1854,3,2,335,335,1,3,GRC,1854,1854,1,1,-9,229,10,0,19,1045,0,0.0012484,FRN,1854,1854,0,0,-9,30356,440,771,10830,36230,1959,0.1253639,
1550,1855,1855,5,3,31,1,1,1,USA,1855,1855,0,0,-9,5892,26,711,14651,27386,1760,0.0759974,MEX,1855,1855,0,0,-9,-9,26,0,22,7917,184,0.0078971,
1564,1855,1855,5,3,3,3,1,1,SPN,1855,1855,1,2,-9,3884,92,33,298,14854,661,0.0223237,USA,1855,1855,0,0,-9,5892,26,711,14651,27386,1760,0.0759974,
1588,1855,1855,6,1,80,50,1,1,BRA,1855,1855,1,1,-9,2783,27,0,59,7803,117,0.0087025,PAR,1855,1855,0,0,-9,-9,8,0,0,395,0,0.0006112,
8,1856,1857,1,2,257,227,1,1,UKG,1856,1857,1,2,-9,25617.5,327,3681,74294.5,28099,5218.5,0.29287425,IRN,1856,1857,0,0,-9,-9,18,0,0,6324.5,136,0.0059236,
149,1856,1857,6,1,190,190,1,1,GMY,1856,1857,1,1,-9,4142.5,142,490,12315,17440,688.5,0.05376955,SWZ,1856,1857,0,0,-9,61,15,10,51,2466.5,0,0.0022323,
380,1856,1856,5,3,22,22,1,1,UKG,1856,1856,1,2,-9,32369,382,3644,73272,28011,5162,0.2956996,USA,1856,1856,0,0,-9,6117,26,801,15378,28212,1908,0.0784092,
1495,1856,1856,6,1,31,1,1,1,NTH,1856,1856,1,1,-9,1631,38,0,1780,3230,315,0.010071,VEN,1856,1856,1,1,-9,-9,-9,0,0,1426,0,0.0009796,
1522,1856,1856,4,3,109,109,1,1,USA,1856,1856,0,0,-9,6117,26,801,15378,28212,1908,0.0784092,COL,1856,1856,1,2,-9,-9,2,0,0,2402,0,0.0014066,
1757,1856,1857,4,4,123,63,1,1,UKG,1856,1857,0,0,-9,25617.5,327,3681,74294.5,28099,5218.5,0.29287425,COL,1856,1857,1,2,-9,-9,1.5,0,0,2418.5,0,0.0013958,
2236,1856,1858,3,1,552,552,1,1,PAR,1856,1858,1,1,-9,-9,8,0,0,417,0,0.000664,BRA,1856,1858,0,0,-9,2501,26.33333333,0,80.33333333,8044.666667,127.6666667,0.009670067,
1500,1857,1858,1,2,185,185,1,1,CHL,1857,1858,1,1,-9,-9,3.5,0,29.5,1534,104,0.00223755,BOL,1857,1858,0,0,-9,-9,3,0,0,1169,0,0.00081495,
1521,1857,1857,6,1,30,1,1,1,ECU,1857,1857,1,1,-9,-9,-9,0,0,926,0,0.0006309,COL,1857,1857,0,0,-9,-9,1,0,0,2435,0,0.001385,
1743,1857,1858,7,1,331,331,1,1,POR,1857,1858,1,2,-9,817.5,23,0,61,3833,284.5,0.0069151,FRN,1857,1858,0,0,-9,20986.5,477.5,932,13044.5,36320,2384.5,0.1354437,
207,1858,1858,3,3,159,129,1,1,UKG,1858,1858,0,0,-9,19531,292,3511,73912,28390,5391,0.2895613,USA,1858,1858,1,2,-9,7297,29,640,16015,29862,2244,0.0834308,
1593,1858,1860,1,2,635,605,1,1,PER,1858,1860,1,1,-9,649,10.66666667,0,0,2395,0,0.002456167,ECU,1858,1860,1,1,-9,-9,-6,0,0,950,0,0.000501833,
1628,1858,1858,6,1,119,89,2,1,UKG,1858,1858,0,0,-9,19531,292,3511,73912,28390,5391,0.2895613,VEN,1858,1858,0,0,-9,-9,10,0,0,1464,0,0.0014177,
1628,1858,1858,6,1,119,89,2,1,FRN,1858,1858,0,0,-9,19967,427,872,12941,36340,2451,0.1314255,VEN,1858,1858,0,0,-9,-9,10,0,0,1464,0,0.0014177,
2322,1858,1858,4,3,128,98,1,1,PER,1858,1858,0,0,-9,-9,12,0,0,2363,0,0.0020285,USA,1858,1858,0,0,-9,7297,29,640,16015,29862,2244,0.0834308,
115,1859,1859,2,1,165,165,2,2,AUH,1859,1859,0,0,-9,22828,355,318,2174,37579,1074,0.0822447,FRN,1859,1859,0,0,-9,32307,465,864,13081,36500,2592,0.1387151,
115,1859,1859,2,1,165,165,2,2,AUH,1859,1859,0,0,-9,22828,355,318,2174,37579,1074,0.0822447,ITA,1859,1859,1,1,-9,5716,53,20,193,5054,248,0.0147915,
115,1859,1859,2,1,165,165,2,2,GMY,1859,1859,0,0,-9,4553,153,490,11650,17994,713,0.0537894,FRN,1859,1859,0,0,-9,32307,465,864,13081,36500,2592,0.1387151,
115,1859,1859,2,1,165,165,2,2,GMY,1859,1859,0,0,-9,4553,153,490,11650,17994,713,0.0537894,ITA,1859,1859,1,1,-9,5716,53,20,193,5054,248,0.0147915,
1548,1859,1860,5,4,45,45,1,1,USA,1859,1860,0,0,-9,6349,28.5,799,17858.5,31100,2536,0.0802233,MEX,1859,1860,0,0,-9,-9,26,0,48,8357,196.5,0.0066707,
1580,1859,1860,1,2,162,162,1,1,SPN,1859,1860,1,2,-9,4659,124.5,35,684,15610,750.5,0.0243381,MOR,1859,1860,0,0,-9,-9,10,0,0,1959.5,100,0.00229215,
1594,1859,1859,7,4,91,33,1,1,PER,1859,1859,0,0,-9,-9,10,0,0,2397,0,0.0018975,SPN,1859,1859,0,0,-9,4405,124,35,615,15580,740,0.0267245,
1629,1859,1859,7,1,2,2,1,1,UKG,1859,1859,0,0,-9,24324,315,3773,75908,28591,5509,0.2904985,PAR,1859,1859,0,0,-9,-9,8,0,0,439,0,0.0007289,
1630,1859,1859,5,3,31,1,1,1,VEN,1859,1859,0,0,-9,-9,10,0,0,1484,0,0.0014102,UKG,1859,1859,0,0,-9,24324,315,3773,75908,28591,5509,0.2904985,
112,1860,1860,1,2,23,23,1,2,ITA,1860,1860,1,1,-9,10808,184,20,235,23927,249,0.0286275,PAP,1860,1860,0,0,-9,781,19,0,-9,3162,184,0.0045924,
112,1860,1860,1,2,23,23,1,2,ITA,1860,1860,1,1,-9,10808,184,20,235,23927,249,0.0286275,FRN,1860,1860,0,0,-9,25746,608,898,14260,36510,2742,0.1220797,
113,1860,1861,1,2,149,149,1,2,ITA,1860,1861,1,1,-9,11158.5,192.5,23.5,237.5,24017.5,919,0.03122955,FRN,1860,1861,0,0,-9,26186,568,932.5,14833.5,36950,2821,0.11532985,
113,1860,1861,1,2,149,149,1,2,ITA,1860,1861,1,1,-9,11158.5,192.5,23.5,237.5,24017.5,919,0.03122955,SIC,1860,1861,0,0,-9,-9,91.5,0,-9,9195.5,646,0.01527075,
306,1860,1861,8,4,125,125,1,1,FRN,1860,1861,1,2,-9,26186,568,932.5,14833.5,36950,2821,0.11532985,ITA,1860,1861,0,0,-9,11158.5,192.5,23.5,237.5,24017.5,919,0.03122955,
1549,1860,1860,5,3,19,19,1,1,USA,1860,1860,1,3,-9,7060,28,835,18282,31513,2639,0.0773722,MEX,1860,1860,0,0,-9,-9,26,0,53,8412,198,0.0051923,
1631,1860,1860,5,3,1,1,1,3,USA,1860,1860,1,2,-9,7060,28,835,18282,31513,2639,0.0773722,SPN,1860,1860,0,0,-9,4913,125,35,753,15640,761,0.0219517,
1631,1860,1860,5,3,1,1,1,3,USA,1860,1860,1,2,-9,7060,28,835,18282,31513,2639,0.0773722,FRN,1860,1860,0,0,-9,25746,608,898,14260,36510,2742,0.1220797,
1631,1860,1860,5,3,1,1,1,3,USA,1860,1860,1,2,-9,7060,28,835,18282,31513,2639,0.0773722,UKG,1860,1860,0,0,-9,25007,347,3888,80738,28778,5629,0.2764456,
2242,1860,1860,5,3,1,1,1,1,CHL,1860,1860,0,0,-9,-9,4,0,50,1618,108,0.0016663,PER,1860,1860,1,4,-9,1965,10,0,0,2425,0,0.0034425,
135,1861,1867,2,2,1924,1924,3,1,FRN,1861,1867,1,3,-9,26287.14286,489.4285714,1160.142857,17797.28571,37830,2971,0.107296629,MEX,1861,1867,0,0,-9,672.2857143,24.57142857,0,64.28571429,8785.714286,211,0.005616814,
135,1861,1867,2,2,1924,1924,3,1,UKG,1861,1862,1,3,-9,24803.5,310.5,3889,82254.5,29110.5,5822,0.25449175,MEX,1861,1867,0,0,-9,672.2857143,24.57142857,0,64.28571429,8785.714286,211,0.005616814,
135,1861,1867,2,2,1924,1924,3,1,SPN,1861,1862,1,3,-9,4611.5,120,41.5,843.5,15725,794,0.01858935,MEX,1861,1867,0,0,-9,672.2857143,24.57142857,0,64.28571429,8785.714286,211,0.005616814,
225,1861,1861,7,1,50,50,1,1,USA,1861,1861,1,2,-9,95362,217,664,17660,32351,2759,0.1444292,UKG,1861,1861,0,0,-9,26032,316,3772,81520,28976,5753,0.2583892,
227,1861,1861,3,3,193,193,1,2,USR,1861,1861,1,1,-9,19949,864,320,400,73600,1161,0.0787936,JPN,1861,1861,0,0,-9,-9,12,0,0,32721,1788,0.0243355,
227,1861,1861,3,3,193,193,1,2,USR,1861,1861,1,1,-9,19949,864,320,400,73600,1161,0.0787936,UKG,1861,1861,0,0,-9,26032,316,3772,81520,28976,5753,0.2583892,
1501,1861,1861,1,3,92,32,1,1,BOL,1861,1861,1,1,-9,-9,2,0,0,1212,0,0.0003917,CHL,1861,1861,1,1,-9,-9,4,0,51,1653,109,0.0016111,
1520,1862,1862,5,3,43,43,1,1,COL,1862,1862,1,3,-9,-9,1,0,0,2608,0,0.0007045,ECU,1862,1862,1,3,-9,-9,0,0,0,986,0,0.0002503,
1589,1862,1862,5,3,61,2,1,1,BRA,1862,1862,1,1,-9,-9,18,0,172,8678,179,0.0047633,PAR,1862,1862,0,0,-9,-9,15,0,0,476,0,0.0007572,
1595,1862,1863,5,3,185,185,1,2,SPN,1862,1863,1,4,-9,4500,113,46.5,940.5,15780,816.5,0.0179851,PER,1862,1863,0,0,-9,1102,13,0,0,2500,0,0.00178445,
1595,1862,1863,5,3,185,185,1,2,SPN,1862,1863,1,4,-9,4500,113,46.5,940.5,15780,816.5,0.0179851,CHL,1862,1863,0,0,-9,-9,4,0,62,1706.5,111.5,0.00164095,
1762,1862,1863,7,1,219,190,1,1,BRA,1862,1863,0,0,-9,1079,17.5,0,176.5,8744,186,0.00510635,UKG,1862,1863,0,0,-9,22889.5,308.5,4294,85298.5,29358,5962,0.2507929,
3245,1862,1864,4,1,884,825,1,1,USR,1862,1864,0,0,-9,23334.33333,876.3333333,276.6666667,366.6666667,74266.66667,1193,0.072722033,CHN,1862,1864,1,1,-9,-9,1000,10,0,365438,-9,0.1648331,
13,1863,1863,1,2,134,134,3,1,FRN,1863,1863,0,0,-9,27082,493,1157,16505,37710,2992,0.1023744,JPN,1863,1863,0,0,-9,-9,0,0,0,33091,1850,0.0242581,
13,1863,1863,1,2,134,134,3,1,UKG,1863,1863,1,2,-9,22204,312,4582,87608,29471,6033,0.2509915,JPN,1863,1863,0,0,-9,-9,0,0,0,33091,1850,0.0242581,
13,1863,1863,1,2,134,134,3,1,USA,1863,1863,0,0,-9,119662,960,860,21157,34026,3018,0.178967,JPN,1863,1863,0,0,-9,-9,0,0,0,33091,1850,0.0242581,
194,1863,1864,1,2,461,461,7,2,BAD,1863,1863,0,0,-9,245,8,10,-9,1420,0,0.0010945,DEN,1863,1864,0,0,-9,615.5,28.5,0,266,2203.5,163,0.00314545,
194,1863,1864,1,2,461,461,7,2,HSG,1863,1864,0,0,-9,141.5,12,10,-9,854.5,0,0.00098595,DEN,1863,1864,0,0,-9,615.5,28.5,0,266,2203.5,163,0.00314545,
194,1863,1864,1,2,461,461,7,2,WRT,1863,1864,0,0,-9,326.5,11,10,-9,1738,0,0.00131475,DEN,1863,1864,0,0,-9,615.5,28.5,0,266,2203.5,163,0.00314545,
194,1863,1864,1,2,461,461,7,2,HSG,1863,1864,0,0,-9,141.5,12,10,-9,854.5,0,0.00098595,UKG,1863,1864,0,0,-9,22041,301,4713.5,89029,29576,6105.5,0.2471933,
194,1863,1864,1,2,461,461,7,2,AUH,1863,1864,0,0,-9,10450.5,288,360,3110.5,36295,1035.5,0.0401154,UKG,1863,1864,0,0,-9,22041,301,4713.5,89029,29576,6105.5,0.2471933,
194,1863,1864,1,2,461,461,7,2,GMY,1863,1864,1,1,-9,5512,214,859,19905,19124,911.5,0.0560319,DEN,1863,1864,0,0,-9,615.5,28.5,0,266,2203.5,163,0.00314545,
194,1863,1864,1,2,461,461,7,2,WRT,1863,1864,0,0,-9,326.5,11,10,-9,1738,0,0.00131475,UKG,1863,1864,0,0,-9,22041,301,4713.5,89029,29576,6105.5,0.2471933,
194,1863,1864,1,2,461,461,7,2,BAD,1863,1863,0,0,-9,245,8,10,-9,1420,0,0.0010945,UKG,1863,1864,0,0,-9,22041,301,4713.5,89029,29576,6105.5,0.2471933,
194,1863,1864,1,2,461,461,7,2,HAN,1863,1864,0,0,-9,397.5,27,45,201,1918,0,0.0025028,DEN,1863,1864,0,0,-9,615.5,28.5,0,266,2203.5,163,0.00314545,
194,1863,1864,1,2,461,461,7,2,HAN,1863,1864,0,0,-9,397.5,27,45,201,1918,0,0.0025028,UKG,1863,1864,0,0,-9,22041,301,4713.5,89029,29576,6105.5,0.2471933,
194,1863,1864,1,2,461,461,7,2,SAX,1863,1864,0,0,-9,333,27,15,2397.5,2303,142.5,0.005212,DEN,1863,1864,0,0,-9,615.5,28.5,0,266,2203.5,163,0.00314545,
194,1863,1864,1,2,461,461,7,2,SAX,1863,1864,0,0,-9,333,27,15,2397.5,2303,142.5,0.005212,UKG,1863,1864,0,0,-9,22041,301,4713.5,89029,29576,6105.5,0.2471933,
194,1863,1864,1,2,461,461,7,2,AUH,1863,1864,0,0,-9,10450.5,288,360,3110.5,36295,1035.5,0.0401154,DEN,1863,1864,0,0,-9,615.5,28.5,0,266,2203.5,163,0.00314545,
194,1863,1864,1,2,461,461,7,2,GMY,1863,1864,1,1,-9,5512,214,859,19905,19124,911.5,0.0560319,UKG,1863,1864,0,0,-9,22041,301,4713.5,89029,29576,6105.5,0.2471933,
1502,1863,1863,5,3,334,277,1,1,CHL,1863,1863,1,1,-9,-9,4,0,64,1725,112,0.0016307,BOL,1863,1863,0,0,-9,-9,2,0,0,1237,0,0.0003911,
1519,1863,1863,1,1,128,98,1,1,COL,1863,1863,1,3,-9,-9,4,0,0,2644,0,0.0008254,ECU,1863,1863,0,0,-9,-9,0,0,0,998,0,0.0002535,
1590,1863,1870,2,2,2405,2375,1,2,PAR,1863,1870,0,0,-9,-9,28.875,0,0,369.625,0,0.001343675,BRA,1863,1870,1,4,-9,2920.875,55.125,0,186.5,9046.5,262.375,0.008800688,
1590,1863,1870,2,2,2405,2375,1,2,PAR,1863,1870,0,0,-9,-9,28.875,0,0,369.625,0,0.001343675,ARG,1865,1870,1,4,-9,495.5,15,0,192.3333333,1708,175,0.0028259,
381,1864,1864,6,1,9,9,1,1,GMY,1864,1864,1,2,-9,5576,212,905,21260,19255,946,0.0567315,SAX,1864,1864,0,0,-9,342,27,10,2564,2322,146,0.0051885,
502,1864,1864,6,1,161,161,1,2,GMY,1864,1864,1,1,-9,5576,212,905,21260,19255,946,0.0567315,HAN,1864,1864,0,0,-9,403,27,50,214,1924,0,0.002522,
502,1864,1864,6,1,161,161,1,2,GMY,1864,1864,1,1,-9,5576,212,905,21260,19255,946,0.0567315,SAX,1864,1864,0,0,-9,342,27,10,2564,2322,146,0.0051885,
1563,1864,1865,6,1,298,298,1,2,SPN,1864,1865,1,4,-9,5200.5,121,50.5,958,15890,864,0.01940215,PER,1864,1865,0,0,-9,-9,18,0,0,2538,0,0.00130665,
1563,1864,1865,6,1,298,298,1,2,SPN,1864,1865,1,4,-9,5200.5,121,50.5,958,15890,864,0.01940215,CHL,1864,1864,0,0,-9,401,4,0,62,1757,113,0.0015757,
2014,1864,1864,5,3,1,1,1,1,USA,1864,1864,1,2,-9,157390,1032,1031,22597,34863,3156,0.1929127,SPN,1864,1864,0,0,-9,5211,118,51,943,15860,852,0.0176745,
224,1865,1865,4,3,21,21,3,1,NTH,1865,1865,1,2,-9,1841,39,0,1451,3510,380,0.008076,JPN,1865,1865,0,0,-9,-9,0,0,0,33464,1922,0.0241835,
224,1865,1865,4,3,21,21,3,1,FRN,1865,1865,1,2,-9,23844,479,1204,18470,38020,3088,0.1106782,JPN,1865,1865,0,0,-9,-9,0,0,0,33464,1922,0.0241835,
224,1865,1865,4,3,21,21,3,1,UKG,1865,1865,1,2,-9,20976,296,4882,93014,29925,6327,0.2564121,JPN,1865,1865,0,0,-9,-9,0,0,0,33464,1922,0.0241835,
261,1865,1866,2,2,480,480,8,3,SAX,1866,1866,0,0,-9,344,27,10,2859,2383,159,0.0057244,MEC,1866,1866,0,0,-9,-9,5,0,-9,558,0,0.0004714,
261,1865,1866,2,2,480,480,8,3,BAD,1866,1866,0,0,-9,256,8,10,-9,1434,0,0.001275,GMY,1865,1866,1,1,-9,6109,215,982.5,23627,22381.5,1087.5,0.0653272,
261,1865,1866,2,2,480,480,8,3,WRT,1866,1866,0,0,-9,328,12,10,-9,1761,0,0.0016377,GMY,1865,1866,1,1,-9,6109,215,982.5,23627,22381.5,1087.5,0.0653272,
261,1865,1866,2,2,480,480,8,3,HSG,1866,1866,0,0,-9,147,12,10,-9,856,0,0.0011775,ITA,1866,1866,0,0,-9,22345,233,20,541,25200,1639,0.050007,
261,1865,1866,2,2,480,480,8,3,HSE,1866,1866,0,0,-9,150,8,10,420,749,0,0.0011797,GMY,1865,1866,1,1,-9,6109,215,982.5,23627,22381.5,1087.5,0.0653272,
261,1865,1866,2,2,480,480,8,3,WRT,1866,1866,0,0,-9,328,12,10,-9,1761,0,0.0016377,MEC,1866,1866,0,0,-9,-9,5,0,-9,558,0,0.0004714,
261,1865,1866,2,2,480,480,8,3,BAV,1866,1866,0,0,-9,962,73,30,367,4815,168,0.0068818,MEC,1866,1866,0,0,-9,-9,5,0,-9,558,0,0.0004714,
261,1865,1866,2,2,480,480,8,3,HAN,1866,1866,0,0,-9,485,27,60,234,1934,0,0.0032339,MEC,1866,1866,0,0,-9,-9,5,0,-9,558,0,0.0004714,
261,1865,1866,2,2,480,480,8,3,AUH,1865,1866,0,0,-9,15938.5,287.5,283.5,3273.5,35743,1104,0.05053965,MEC,1866,1866,0,0,-9,-9,5,0,-9,558,0,0.0004714,
261,1865,1866,2,2,480,480,8,3,BAV,1866,1866,0,0,-9,962,73,30,367,4815,168,0.0068818,GMY,1865,1866,1,1,-9,6109,215,982.5,23627,22381.5,1087.5,0.0653272,
261,1865,1866,2,2,480,480,8,3,BAD,1866,1866,0,0,-9,256,8,10,-9,1434,0,0.001275,MEC,1866,1866,0,0,-9,-9,5,0,-9,558,0,0.0004714,
261,1865,1866,2,2,480,480,8,3,HSG,1866,1866,0,0,-9,147,12,10,-9,856,0,0.0011775,GMY,1865,1866,1,1,-9,6109,215,982.5,23627,22381.5,1087.5,0.0653272,
261,1865,1866,2,2,480,480,8,3,BAV,1866,1866,0,0,-9,962,73,30,367,4815,168,0.0068818,ITA,1866,1866,0,0,-9,22345,233,20,541,25200,1639,0.050007,
261,1865,1866,2,2,480,480,8,3,AUH,1865,1866,0,0,-9,15938.5,287.5,283.5,3273.5,35743,1104,0.05053965,ITA,1866,1866,0,0,-9,22345,233,20,541,25200,1639,0.050007,
261,1865,1866,2,2,480,480,8,3,HSE,1866,1866,0,0,-9,150,8,10,420,749,0,0.0011797,ITA,1866,1866,0,0,-9,22345,233,20,541,25200,1639,0.050007,
261,1865,1866,2,2,480,480,8,3,HAN,1866,1866,0,0,-9,485,27,60,234,1934,0,0.0032339,ITA,1866,1866,0,0,-9,22345,233,20,541,25200,1639,0.050007,
261,1865,1866,2,2,480,480,8,3,HAN,1866,1866,0,0,-9,485,27,60,234,1934,0,0.0032339,GMY,1865,1866,1,1,-9,6109,215,982.5,23627,22381.5,1087.5,0.0653272,
261,1865,1866,2,2,480,480,8,3,AUH,1865,1866,0,0,-9,15938.5,287.5,283.5,3273.5,35743,1104,0.05053965,GMY,1865,1866,1,1,-9,6109,215,982.5,23627,22381.5,1087.5,0.0653272,
261,1865,1866,2,2,480,480,8,3,BAD,1866,1866,0,0,-9,256,8,10,-9,1434,0,0.001275,ITA,1866,1866,0,0,-9,22345,233,20,541,25200,1639,0.050007,
261,1865,1866,2,2,480,480,8,3,SAX,1866,1866,0,0,-9,344,27,10,2859,2383,159,0.0057244,GMY,1865,1866,1,1,-9,6109,215,982.5,23627,22381.5,1087.5,0.0653272,
261,1865,1866,2,2,480,480,8,3,HSG,1866,1866,0,0,-9,147,12,10,-9,856,0,0.0011775,MEC,1866,1866,0,0,-9,-9,5,0,-9,558,0,0.0004714,
261,1865,1866,2,2,480,480,8,3,HSE,1866,1866,0,0,-9,150,8,10,420,749,0,0.0011797,MEC,1866,1866,0,0,-9,-9,5,0,-9,558,0,0.0004714,
261,1865,1866,2,2,480,480,8,3,SAX,1866,1866,0,0,-9,344,27,10,2859,2383,159,0.0057244,ITA,1866,1866,0,0,-9,22345,233,20,541,25200,1639,0.050007,
261,1865,1866,2,2,480,480,8,3,WRT,1866,1866,0,0,-9,328,12,10,-9,1761,0,0.0016377,ITA,1866,1866,0,0,-9,22345,233,20,541,25200,1639,0.050007,
1482,1865,1866,5,3,463,436,1,4,SPN,1865,1866,1,4,-9,5088.5,115.5,44.5,947.5,15950,888.5,0.0207835,CHL,1865,1866,0,0,-9,-9,4,0,62,1813.5,115.5,0.00163765,
1482,1865,1866,5,3,463,436,1,4,SPN,1865,1866,1,4,-9,5088.5,115.5,44.5,947.5,15950,888.5,0.0207835,ECU,1866,1866,0,0,-9,-9,0,0,0,1036,0,0.0002637,
1482,1865,1866,5,3,463,436,1,4,SPN,1865,1866,1,4,-9,5088.5,115.5,44.5,947.5,15950,888.5,0.0207835,PER,1865,1866,0,0,-9,520,18,0,0,2553,0,0.00184475,
1482,1865,1866,5,3,463,436,1,4,SPN,1865,1866,1,4,-9,5088.5,115.5,44.5,947.5,15950,888.5,0.0207835,BOL,1866,1866,0,0,-9,-9,2,0,0,1275,0,0.0004185,
1800,1865,1866,4,3,196,196,1,1,USA,1865,1866,1,2,-9,24146,570,1035,24752,36119.5,3376.5,0.11681845,FRN,1865,1866,0,0,-9,24013,468.5,1232,19297,38050,2866,0.1099993,
509,1866,1866,5,3,3,3,1,1,GMY,1866,1866,0,0,-9,6268,214,977,23397,24342,1155,0.0658419,FRN,1866,1866,1,1,-9,24182,458,1260,20124,38080,2644,0.1093204,
1576,1866,1866,5,3,31,1,1,1,GRC,1866,1866,1,2,-9,309,13,0,52,1408,0,0.0011814,TUR,1866,1866,0,0,-9,3640,160,10,39,33373,776,0.0226418,
1600,1866,1866,5,3,31,1,1,1,BOL,1866,1866,1,1,-9,-9,2,0,0,1275,0,0.0004185,ARG,1866,1866,1,1,-9,-9,15,0,182,1616,169,0.0026791,
1714,1866,1866,5,3,5,5,1,1,USA,1866,1866,1,2,-9,17821,77,1225,26846,36538,3452,0.0981717,SPN,1866,1866,0,0,-9,4987,107,39,922,15980,901,0.0204372,
2043,1866,1866,4,2,1,1,1,1,USA,1866,1866,0,0,-9,17821,77,1225,26846,36538,3452,0.0981717,BRA,1866,1866,0,0,-9,2609,77,0,171,8221,247,0.0093401,
1575,1868,1869,5,1,80,80,1,1,GRC,1868,1869,1,2,-9,346,16,0,52.5,1441,0,0.00139605,TUR,1868,1869,0,0,-9,4738.5,138,10,58.5,33595,791,0.02319555,
1497,1869,1869,5,3,28,1,1,1,VEN,1869,1869,0,0,-9,351,5,0,0,1693,0,0.0009851,NTH,1869,1869,0,0,-9,2006,39,0,1651,3610,391,0.008479,
1532,1869,1869,5,3,30,1,1,1,USA,1869,1869,1,2,-9,16559,52,1739,35983,39051,3949,0.1080056,HAI,1869,1869,0,0,-9,-9,4,0,0,592,0,0.0003456,
88,1870,1871,2,2,235,235,4,1,FRN,1870,1871,0,0,-9,56694.5,726,1019,18935.5,37315,3368.5,0.13236085,BAD,1870,1870,0,0,-9,795,14,10,-9,1458,0,0.0020298,
88,1870,1871,2,2,235,235,4,1,FRN,1870,1871,0,0,-9,56694.5,726,1019,18935.5,37315,3368.5,0.13236085,WRT,1870,1870,0,0,-9,435,14,10,-9,1806,0,0.0017541,
88,1870,1871,2,2,235,235,4,1,FRN,1870,1871,0,0,-9,56694.5,726,1019,18935.5,37315,3368.5,0.13236085,GMY,1870,1871,1,4,-9,35198.5,659.5,1342.5,30473,36112,1769.5,0.1129468,Franco-Prussian War
88,1870,1871,2,2,235,235,4,1,FRN,1870,1871,0,0,-9,56694.5,726,1019,18935.5,37315,3368.5,0.13236085,BAV,1870,1870,0,0,-9,1247,-9,30,285,4851,173,0.0044664,
220,1870,1870,4,3,73,73,3,1,FRN,1870,1870,1,2,-9,59066,452,1178,18950,38440,3342,0.1273982,CHN,1870,1870,0,0,-9,-9,1000,10,0,346694,-9,0.1706882,
220,1870,1870,4,3,73,73,3,1,USA,1870,1870,0,0,-9,13128,50,1692,37779,39905,4130,0.0989996,CHN,1870,1870,0,0,-9,-9,1000,10,0,346694,-9,0.1706882,
220,1870,1870,4,3,73,73,3,1,ITA,1870,1870,0,0,-9,8053,174,20,1028,25860,1830,0.0313085,CHN,1870,1870,0,0,-9,-9,1000,10,0,346694,-9,0.1706882,
2117,1870,1870,4,3,2,2,1,1,USA,1870,1870,0,0,-9,13128,50,1692,37779,39905,4130,0.0989996,MEX,1870,1870,0,0,-9,1440,18,0,83,9210,231,0.005307,
3642,1870,1871,1,2,365,305,1,1,USR,1870,1871,1,1,-9,21151,751.5,359,1791.5,84950,1773,0.0807787,CHN,1870,1871,0,0,-9,-9,1000,10,0,347685.5,-9,0.16220305,
2168,1871,1871,4,3,1,1,1,1,GMY,1871,1871,0,0,-9,27404,1000,1424,32129,41030,1832,0.1198476,FRN,1871,1871,0,0,-9,54323,1000,860,18921,36190,3395,0.1373235,
2169,1871,1871,5,3,6,6,1,1,FRN,1871,1871,0,0,-9,54323,1000,860,18921,36190,3395,0.1373235,GMY,1871,1871,0,0,-9,27404,1000,1424,32129,41030,1832,0.1198476,
2721,1871,1872,6,1,185,185,1,1,USR,1871,1872,1,1,-9,23766.5,795.5,379.5,2100,86000,1919,0.08928755,JPN,1871,1872,0,0,-9,1257,18.5,0,11.5,34708.5,2101,0.02111695,
3247,1871,1872,1,2,215,155,1,1,USR,1871,1872,1,1,-9,23766.5,795.5,379.5,2100,86000,1919,0.08928755,CHN,1871,1872,0,0,-9,-9,1000,10,0,349673.5,-9,0.16101915,
1503,1872,1872,5,3,111,81,1,1,PER,1872,1872,0,0,-9,1058,10,0,0,2642,0,0.0022078,CHL,1872,1872,1,3,-9,627,5,0,88,1982,124,0.002111,
1527,1872,1872,6,1,71,41,1,1,BRA,1872,1872,1,1,-9,2763,31,0,249,10099,407,0.0090675,ARG,1872,1872,1,1,-9,115,6,0,240,1963,200,0.002065,
1632,1872,1872,1,3,2,2,1,1,GMY,1872,1872,0,0,-9,13570,427,1828,34621,41185,1967,0.0975071,HAI,1872,1872,0,0,-9,-9,4,0,0,637,0,0.0003498,
256,1873,1873,3,1,11,11,1,2,SPN,1873,1873,1,2,-9,10056,100,43,1325,16030,781,0.0239106,UKG,1873,1873,0,0,-9,20867,252,6671,117821,32177,7688,0.2324554,
256,1873,1873,3,1,11,11,1,2,SPN,1873,1873,1,2,-9,10056,100,43,1325,16030,781,0.0239106,USA,1873,1873,0,0,-9,15014,43,2602,53674,43006,4667,0.1162688,
1508,1873,1873,5,3,69,69,1,1,CHL,1873,1873,1,1,-9,711,5,0,86,2009,126,0.0021311,ARG,1873,1873,1,1,-9,175,7,0,233,2017,207,0.0021499,
