dispnum3,styear,endyear,outcome,settle,maxdur,mindur,numa,numb,a_stabb,a_styear,a_endyear,a_revstate,a_revtype1,a_revtype2,a_milex,a_milper,a_irst,a_pec,a_tpop,a_upop,a_cinc,b_stabb,b_styear,b_endyear,b_revstate,b_revtype1,b_revtype2,b_milex,b_milper,b_irst,b_pec,b_tpop,b_upop,b_cinc,war_names
4151,2000,2000,5,3,67,38,1,1,GUA,2000,2000,1,1,0,155000,31,167,8226,11385,1569,0.000844,BLZ,2000,2000,1,1,0,18000,1,0,182,241,0,2.00E-05,
4152,2000,2001,5,3,137,137,1,1,BLZ,2000,2001,1,1,0,18000,1,0,177.5,249,0,2.03E-05,GUA,2000,2001,1,1,0,170500,31,184.5,8259.5,11531.5,1850,0.0008826,
4156,2000,2000,5,3,120,1,1,1,SUR,2000,2000,1,2,0,21000,2,0,933,417,234,6.19E-05,GUY,2000,2000,0,0,0,7000,2,0,423,861,120,5.56E-05,
4186,2000,2000,3,4,43,43,38,1,USA,2000,2000,0,0,0,303136000,1366,101803,3283713,278357,75342,0.1428047,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4186,2000,2000,3,4,43,43,38,1,DEN,2000,2000,0,0,0,2395000,22,801,30636,5293,1129,0.0013977,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4186,2000,2000,3,4,43,43,38,1,FIN,2000,2000,0,0,0,1560000,32,4096,38875,5176,1426,0.0020681,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4186,2000,2000,3,4,43,43,38,1,LIT,2000,2000,0,0,0,199000,13,1,12096,3670,1421,0.0005003,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4186,2000,2000,3,4,43,43,38,1,EST,2000,2000,0,0,0,78000,5,1,2774,1396,506,0.0001679,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4186,2000,2000,3,4,43,43,38,1,POR,2000,2000,0,0,0,2221000,45,1088,33124,9875,1516,0.0017832,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4186,2000,2000,3,4,43,43,38,1,LUX,2000,2000,0,0,0,129000,1,2571,2104,431,0,0.0005746,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4186,2000,2000,3,4,43,43,38,1,UAE,2000,2000,0,0,0,2997000,65,90,94332,2441,2380,0.002453,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4186,2000,2000,3,4,43,43,38,1,UKG,2000,2000,0,0,0,35655000,212,15155,370218,58830,52956,0.0221931,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4186,2000,2000,3,4,43,43,38,1,GRG,2000,2000,0,0,0,290000,27,7,2512,4968,1590,0.0005706,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4186,2000,2000,3,4,43,43,38,1,IRE,2000,2000,0,0,0,629000,12,360,16207,3730,616,0.0006277,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4186,2000,2000,3,4,43,43,38,1,SWZ,2000,2000,0,0,0,2924000,28,1000,19014,7386,966,0.0015034,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4186,2000,2000,3,4,43,43,38,1,MOR,2000,2000,0,0,0,1429000,198,5,18163,28351,12642,0.0038947,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4186,2000,2000,3,4,43,43,38,1,FRN,2000,2000,0,0,0,34053000,294,20954,270583,59080,10589,0.0188435,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4186,2000,2000,3,4,43,43,38,1,RUS,2000,2000,0,0,0,52000000,1004,59136,1056740,146934,66484,0.0515117,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4186,2000,2000,3,4,43,43,38,1,TUR,2000,2000,0,0,0,9994000,610,14325,117839,66591,22766,0.0146565,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4186,2000,2000,3,4,43,43,38,1,SLV,2000,2000,0,0,0,273000,9,519,5512,1986,258,0.0003652,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4186,2000,2000,3,4,43,43,38,1,NTH,2000,2000,0,0,0,6027000,52,5666,171134,15786,4924,0.0055101,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4186,2000,2000,3,4,43,43,38,1,NOR,2000,2000,0,0,0,2923000,27,679,46185,4465,997,0.0016587,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4186,2000,2000,3,4,43,43,38,1,GRC,2000,2000,0,0,0,5528000,159,1088,64121,10645,2056,0.0037432,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4186,2000,2000,3,4,43,43,38,1,SWD,2000,2000,0,0,0,4610000,53,5227,57163,8910,7956,0.0039448,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4186,2000,2000,3,4,43,43,38,1,JOR,2000,2000,0,0,0,792000,104,30,6792,6669,2042,0.0014023,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4186,2000,2000,3,4,43,43,38,1,ARG,2000,2000,0,0,0,4776000,71,4474,103265,37032,16723,0.0060208,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4186,2000,2000,3,4,43,43,38,1,AUS,2000,2000,0,0,0,1612000,40,5707,37003,8211,2221,0.0025886,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4186,2000,2000,3,4,43,43,38,1,ICE,2000,2000,0,0,0,0,-9,50,1045,281,110,4.66E-05,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4186,2000,2000,3,4,43,43,38,1,GMY,2000,2000,0,0,0,27924000,221,46376,472573,82220,25324,0.0262184,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4186,2000,2000,3,4,43,43,38,1,BUL,2000,2000,0,0,0,343000,80,2002,30691,8225,2398,0.0018558,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4186,2000,2000,3,4,43,43,38,1,SLO,2000,2000,0,0,0,342000,39,3733,26848,5387,674,0.0016099,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4186,2000,2000,3,4,43,43,38,1,RUM,2000,2000,0,0,0,940000,207,4672,61546,22327,6942,0.0046057,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4186,2000,2000,3,4,43,43,38,1,UKR,2000,2000,0,0,0,5100000,304,31767,200591,50456,18729,0.0148746,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4186,2000,2000,3,4,43,43,38,1,BEL,2000,2000,0,0,0,3212000,39,11636,91653,10161,1497,0.0046722,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4186,2000,2000,3,4,43,43,38,1,ITA,2000,2000,0,0,0,20488000,251,26759,277276,57298,13076,0.0171512,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4186,2000,2000,3,4,43,43,38,1,CAN,2000,2000,0,0,0,8320000,59,16595,353644,31147,12178,0.0112719,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4186,2000,2000,3,4,43,43,38,1,HUN,2000,2000,0,0,0,805000,44,1871,38267,10036,2947,0.0018293,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4186,2000,2000,3,4,43,43,38,1,POL,2000,2000,0,0,0,3092000,217,10498,167980,38765,11418,0.0082956,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4186,2000,2000,3,4,43,43,38,1,SPN,2000,2000,0,0,0,7063000,166,15874,176496,39630,12996,0.0100209,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4186,2000,2000,3,4,43,43,38,1,CZR,2000,2000,0,0,0,1148000,58,6216,59503,10244,2160,0.0030353,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4186,2000,2000,3,4,43,43,38,1,AZE,2000,2000,0,0,0,830000,72,8,22550,7734,2392,0.0013958,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,
4197,2000,2000,5,4,36,6,1,2,RUS,2000,2000,1,4,0,52000000,1004,59136,1056740,146934,66484,0.0515117,CAN,2000,2000,0,0,0,8320000,59,16595,353644,31147,12178,0.0112719,
4197,2000,2000,5,4,36,6,1,2,RUS,2000,2000,1,4,0,52000000,1004,59136,1056740,146934,66484,0.0515117,USA,2000,2000,0,0,0,303136000,1366,101803,3283713,278357,75342,0.1428047,
4210,2000,2000,5,3,265,265,1,1,GRC,2000,2000,0,0,0,5528000,159,1088,64121,10645,2056,0.0037432,TUR,2000,2000,0,0,0,9994000,610,14325,117839,66591,22766,0.0146565,
4213,2000,2000,7,2,85,85,1,1,USA,2000,2000,1,2,0,303136000,1366,101803,3283713,278357,75342,0.1428047,RUS,2000,2000,0,0,0,52000000,1004,59136,1056740,146934,66484,0.0515117,
4214,2000,2000,7,1,41,41,1,1,EQG,2000,2000,1,2,0,4000,1,0,276,453,173,3.91E-05,LIT,2000,2000,0,0,0,199000,13,1,12096,3670,1421,0.0005003,
4218,2000,2000,5,3,1,1,1,2,PRK,2000,2000,1,2,0,2091000,1055,300,29306,24039,8337,0.0103019,ROK,2000,2000,0,0,0,12749000,683,43107,306555,46844,27352,0.0234004,
4218,2000,2000,5,3,1,1,1,2,PRK,2000,2000,1,2,0,2091000,1055,300,29306,24039,8337,0.0103019,USA,2000,2000,0,0,0,303136000,1366,101803,3283713,278357,75342,0.1428047,
4220,2000,2000,5,3,24,24,1,1,RUS,2000,2000,0,0,0,52000000,1004,59136,1056740,146934,66484,0.0515117,USA,2000,2000,0,0,0,303136000,1366,101803,3283713,278357,75342,0.1428047,
4221,2000,2000,5,3,88,88,1,2,TUR,2000,2000,1,2,1,9994000,610,14325,117839,66591,22766,0.0146565,ARM,2000,2000,0,0,0,690000,41,0,2471,3520,1454,0.0007057,
4221,2000,2000,5,3,88,88,1,2,TUR,2000,2000,1,2,1,9994000,610,14325,117839,66591,22766,0.0146565,RUS,2000,2000,0,0,0,52000000,1004,59136,1056740,146934,66484,0.0515117,
4222,2000,2000,5,3,1,1,1,1,RUS,2000,2000,0,0,0,52000000,1004,59136,1056740,146934,66484,0.0515117,JPN,2000,2000,1,1,0,45316000,237,106444,698052,126714,76772,0.0498948,
4229,2000,2001,5,3,185,185,1,1,ALB,2000,2001,0,0,0,109500,40.5,42.5,1258,3093.5,364.5,0.00047795,YUG,2000,2001,0,0,0,1217500,102,645.5,25711,10640,2670,0.0019879,
4232,2000,2000,5,3,25,25,1,1,ARM,2000,2000,1,1,0,690000,41,0,2471,3520,1454,0.0007057,AZE,2000,2000,0,0,0,830000,72,8,22550,7734,2392,0.0013958,
4243,2000,2000,5,3,1,1,1,1,PAL,2000,2000,0,0,0,0,0,0,15,19,0,6.90E-07,PHI,2000,2000,1,2,0,1357000,106,426,38029,75967,21774,0.0055826,
4253,2000,2000,5,1,38,38,1,1,UGA,2000,2000,1,2,1,135000,50,30,10928,21778,1222,0.0012449,RWA,2000,2000,1,2,1,98000,70,0,1586,7733,350,0.0008185,
4257,2000,2001,6,1,329,299,1,1,LBR,2000,2001,1,2,0,24500,15,0,1528.5,3154.5,668,0.00028465,GUI,2000,2001,1,2,0,45500,10,0,3711,7429.5,922.5,0.0004126,
4261,2000,2000,5,3,1,1,1,1,USA,2000,2000,1,4,0,303136000,1366,101803,3283713,278357,75342,0.1428047,VEN,2000,2000,0,0,0,1397000,56,3835,142070,24170,11663,0.0047359,
4262,2000,2000,5,3,42,42,1,1,VEN,2000,2000,1,2,0,1397000,56,3835,142070,24170,11663,0.0047359,COL,2000,2000,0,0,0,3062000,152,660,46368,42321,20919,0.0054207,
4275,2000,2000,5,3,1,1,1,1,KUW,2000,2000,0,0,0,3695000,15,0,79297,1972,312,0.0018314,IRQ,2000,2000,1,1,0,1400000,429,0,42995,23115,17035,0.0061786,
4295,2000,2000,7,3,68,68,1,2,YUG,2000,2000,0,0,0,1826000,98,696,24416,10640,2864,0.0020743,UKG,2000,2000,0,0,0,35655000,212,15155,370218,58830,52956,0.0221931,
4295,2000,2000,7,3,68,68,1,2,YUG,2000,2000,0,0,0,1826000,98,696,24416,10640,2864,0.0020743,CAN,2000,2000,0,0,0,8320000,59,16595,353644,31147,12178,0.0112719,
4298,2000,2000,5,3,56,56,1,2,YUG,2000,2000,0,0,0,1826000,98,696,24416,10640,2864,0.0020743,USA,2000,2000,0,0,0,303136000,1366,101803,3283713,278357,75342,0.1428047,
4298,2000,2000,5,3,56,56,1,2,YUG,2000,2000,0,0,0,1826000,98,696,24416,10640,2864,0.0020743,CRO,2000,2000,0,0,0,509000,61,71,14184,4473,1028,0.0009568,
4312,2000,2000,5,3,3,3,1,1,NIR,2000,2000,1,1,0,27000,5,0,2638,10730,993,0.0004549,BEN,2000,2000,0,0,0,37000,5,0,2114,6097,1028,0.0003267,
4320,2000,2003,5,3,868,868,1,1,GRC,2000,2003,1,1,2,5115250,168.5,1476.25,65192.5,10913.25,3008.75,0.003891275,TUR,2000,2003,1,1,2,8570750,538.75,16017.75,118909.75,66479,23733.25,0.014265975,
4324,2000,2001,5,3,191,161,1,1,TUR,2000,2001,1,2,0,8606500,562.5,14653,116488.5,67478,22152.5,0.0140917,IRQ,2000,2001,0,0,0,1386000,426.5,0,44835,23964,17243,0.00629355,
4343,2000,2000,4,4,5,5,1,38,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,USA,2000,2000,0,0,0,303136000,1366,101803,3283713,278357,75342,0.1428047,
4343,2000,2000,4,4,5,5,1,38,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,HUN,2000,2000,0,0,0,805000,44,1871,38267,10036,2947,0.0018293,
4343,2000,2000,4,4,5,5,1,38,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,NOR,2000,2000,0,0,0,2923000,27,679,46185,4465,997,0.0016587,
4343,2000,2000,4,4,5,5,1,38,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,SPN,2000,2000,0,0,0,7063000,166,15874,176496,39630,12996,0.0100209,
4343,2000,2000,4,4,5,5,1,38,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,GRG,2000,2000,0,0,0,290000,27,7,2512,4968,1590,0.0005706,
4343,2000,2000,4,4,5,5,1,38,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,AZE,2000,2000,0,0,0,830000,72,8,22550,7734,2392,0.0013958,
4343,2000,2000,4,4,5,5,1,38,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,UAE,2000,2000,0,0,0,2997000,65,90,94332,2441,2380,0.002453,
4343,2000,2000,4,4,5,5,1,38,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,ITA,2000,2000,0,0,0,20488000,251,26759,277276,57298,13076,0.0171512,
4343,2000,2000,4,4,5,5,1,38,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,POR,2000,2000,0,0,0,2221000,45,1088,33124,9875,1516,0.0017832,
4343,2000,2000,4,4,5,5,1,38,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,JOR,2000,2000,0,0,0,792000,104,30,6792,6669,2042,0.0014023,
4343,2000,2000,4,4,5,5,1,38,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,ARG,2000,2000,0,0,0,4776000,71,4474,103265,37032,16723,0.0060208,
4343,2000,2000,4,4,5,5,1,38,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,LUX,2000,2000,0,0,0,129000,1,2571,2104,431,0,0.0005746,
4343,2000,2000,4,4,5,5,1,38,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,GRC,2000,2000,0,0,0,5528000,159,1088,64121,10645,2056,0.0037432,
4343,2000,2000,4,4,5,5,1,38,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,MOR,2000,2000,0,0,0,1429000,198,5,18163,28351,12642,0.0038947,
4343,2000,2000,4,4,5,5,1,38,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,FRN,2000,2000,0,0,0,34053000,294,20954,270583,59080,10589,0.0188435,
4343,2000,2000,4,4,5,5,1,38,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,IRE,2000,2000,0,0,0,629000,12,360,16207,3730,616,0.0006277,
4343,2000,2000,4,4,5,5,1,38,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,NTH,2000,2000,0,0,0,6027000,52,5666,171134,15786,4924,0.0055101,
4343,2000,2000,4,4,5,5,1,38,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,GMY,2000,2000,0,0,0,27924000,221,46376,472573,82220,25324,0.0262184,
4343,2000,2000,4,4,5,5,1,38,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,UKR,2000,2000,0,0,0,5100000,304,31767,200591,50456,18729,0.0148746,
4343,2000,2000,4,4,5,5,1,38,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,CAN,2000,2000,0,0,0,8320000,59,16595,353644,31147,12178,0.0112719,
4343,2000,2000,4,4,5,5,1,38,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,POL,2000,2000,0,0,0,3092000,217,10498,167980,38765,11418,0.0082956,
4343,2000,2000,4,4,5,5,1,38,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,CZR,2000,2000,0,0,0,1148000,58,6216,59503,10244,2160,0.0030353,
4343,2000,2000,4,4,5,5,1,38,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,BUL,2000,2000,0,0,0,343000,80,2002,30691,8225,2398,0.0018558,
4343,2000,2000,4,4,5,5,1,38,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,BEL,2000,2000,0,0,0,3212000,39,11636,91653,10161,1497,0.0046722,
4343,2000,2000,4,4,5,5,1,38,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,SLO,2000,2000,0,0,0,342000,39,3733,26848,5387,674,0.0016099,
4343,2000,2000,4,4,5,5,1,38,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,UKG,2000,2000,0,0,0,35655000,212,15155,370218,58830,52956,0.0221931,
4343,2000,2000,4,4,5,5,1,38,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,SWD,2000,2000,0,0,0,4610000,53,5227,57163,8910,7956,0.0039448,
4343,2000,2000,4,4,5,5,1,38,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,AUS,2000,2000,0,0,0,1612000,40,5707,37003,8211,2221,0.0025886,
4343,2000,2000,4,4,5,5,1,38,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,RUS,2000,2000,0,0,0,52000000,1004,59136,1056740,146934,66484,0.0515117,
4343,2000,2000,4,4,5,5,1,38,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,LIT,2000,2000,0,0,0,199000,13,1,12096,3670,1421,0.0005003,
4343,2000,2000,4,4,5,5,1,38,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,ICE,2000,2000,0,0,0,0,-9,50,1045,281,110,4.66E-05,
4343,2000,2000,4,4,5,5,1,38,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,DEN,2000,2000,0,0,0,2395000,22,801,30636,5293,1129,0.0013977,
4343,2000,2000,4,4,5,5,1,38,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,EST,2000,2000,0,0,0,78000,5,1,2774,1396,506,0.0001679,
4343,2000,2000,4,4,5,5,1,38,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,SWZ,2000,2000,0,0,0,2924000,28,1000,19014,7386,966,0.0015034,
4343,2000,2000,4,4,5,5,1,38,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,TUR,2000,2000,0,0,0,9994000,610,14325,117839,66591,22766,0.0146565,
4343,2000,2000,4,4,5,5,1,38,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,FIN,2000,2000,0,0,0,1560000,32,4096,38875,5176,1426,0.0020681,
4343,2000,2000,4,4,5,5,1,38,YUG,2000,2000,1,2,0,1826000,98,696,24416,10640,2864,0.0020743,SLV,2000,2000,0,0,0,273000,9,519,5512,1986,258,0.0003652,
4235,2001,2001,5,3,1,1,1,1,ARM,2001,2001,1,1,0,637000,42,0,2484,3214,1362,0.0006987,AZE,2001,2001,0,0,0,833000,72,8,23311,8111,2408,0.0014369,
4236,2001,2001,5,3,1,1,1,1,AZE,2001,2001,1,1,0,833000,72,8,23311,8111,2408,0.0014369,ARM,2001,2001,0,0,0,637000,42,0,2484,3214,1362,0.0006987,
4238,2001,2001,5,3,6,6,1,1,NOR,2001,2001,1,2,0,2967000,27,640,47992,4514,1005,0.0016667,RUS,2001,2001,0,0,0,63684000,977,58970,1072009,145976,66734,0.0535273,
4239,2001,2001,5,3,57,57,1,1,RUS,2001,2001,0,0,0,63684000,977,58970,1072009,145976,66734,0.0535273,JPN,2001,2001,0,0,0,39513000,240,102866,685131,127149,72384,0.0470631,
4240,2001,2001,5,3,32,3,1,1,BLR,2001,2001,1,2,0,1960000,83,1486,47769,9971,4528,0.0025387,LIT,2001,2001,0,0,0,211000,12,1,14782,3481,1367,0.0005145,
4242,2001,2005,5,3,1490,1490,1,1,RUS,2001,2005,1,2,0,51990400,992.4,62385.2,1112469,144928.2,53994.4,0.04826982,GRG,2001,2005,0,0,0,308800,15.8,1.4,3224.4,4512.6,1184.2,0.0004491,
4259,2001,2001,6,1,44,17,1,1,HON,2001,2001,1,2,0,96000,8,8,3631,6530,1556,0.0004366,NIC,2001,2001,1,2,0,27000,16,0,3594,5174,1209,0.0004199,
4263,2001,2001,7,1,38,9,1,1,COL,2001,2001,0,0,0,2861000,158,638,47375,40806,22117,0.0054946,NIC,2001,2001,1,2,1,27000,16,0,3594,5174,1209,0.0004199,
4266,2001,2001,5,3,1,1,1,1,JPN,2001,2001,0,0,0,39513000,240,102866,685131,127149,72384,0.0470631,PRK,2001,2001,1,1,0,2049000,1082,300,30417,23149,8433,0.0109798,
4277,2001,2003,3,1,700,700,1,1,PAK,2001,2003,1,1,0,2737000,620,1023.333333,73296,148154.6667,31528.66667,0.013552333,IND,2001,2003,1,2,0,14474666.67,1295.333333,29294.66667,786827,1068474.667,167682.3333,0.071944267,
4278,2001,2001,5,3,1,1,1,1,CHN,2001,2001,1,2,0,46049000,2310,150906,1914161,1271850,612933,0.1654946,AUL,2001,2001,0,0,0,6752000,51,7033,183942,19413,14414,0.0069085,
4279,2001,2001,5,3,31,1,1,1,CHN,2001,2001,1,1,0,46049000,2310,150906,1914161,1271850,612933,0.1654946,PHI,2001,2001,1,1,0,1065000,107,500,37162,77926,22201,0.005608,
4280,2001,2001,7,1,103,103,1,1,CHN,2001,2001,1,2,0,46049000,2310,150906,1914161,1271850,612933,0.1654946,USA,2001,2001,0,0,0,322365000,1368,90104,3184088,285112,76419,0.1414571,
4281,2001,2001,5,3,158,128,1,2,CHN,2001,2001,1,2,0,46049000,2310,150906,1914161,1271850,612933,0.1654946,USA,2001,2001,0,0,0,322365000,1368,90104,3184088,285112,76419,0.1414571,
4281,2001,2001,5,3,158,128,1,2,CHN,2001,2001,1,2,0,46049000,2310,150906,1914161,1271850,612933,0.1654946,TAW,2001,2001,0,0,0,10432000,370,17261,19521,22406,13508,0.0104213,
4282,2001,2004,5,3,1258,1258,1,1,PRK,2001,2004,1,2,1,512243.25,1085,300,30029.75,23371.25,5624,0.012057625,ROK,2001,2004,1,2,0,13808000,685.5,45768.25,310531,46785.25,29931.5,0.023540175,
4283,2001,2001,1,3,62,62,15,1,TAJ,2001,2001,1,3,2,127000,6,0,2961,6313,902,0.0003558,AFG,2001,2001,0,0,0,245000,-9,0,677,22080,4162,0.0012151,
4283,2001,2001,1,3,62,62,15,1,PAK,2001,2001,1,3,2,2395000,620,1100,64518,142350,34203,0.0132578,AFG,2001,2001,0,0,0,245000,-9,0,677,22080,4162,0.0012151,
4283,2001,2001,1,3,62,62,15,1,POR,2001,2001,1,3,2,2226000,44,728,33887,10293,1606,0.0017305,AFG,2001,2001,0,0,0,245000,-9,0,677,22080,4162,0.0012151,
4283,2001,2001,1,3,62,62,15,1,USA,2001,2001,1,3,2,322365000,1368,90104,3184088,285112,76419,0.1414571,AFG,2001,2001,0,0,0,245000,-9,0,677,22080,4162,0.0012151,
4283,2001,2001,1,3,62,62,15,1,TUR,2001,2001,1,3,2,7219000,515,14981,115138,68365,21539,0.0135269,AFG,2001,2001,0,0,0,245000,-9,0,677,22080,4162,0.0012151,
4283,2001,2001,1,3,62,62,15,1,CAN,2001,2001,1,3,2,7745000,57,15276,352264,31021,12323,0.0107704,AFG,2001,2001,0,0,0,245000,-9,0,677,22080,4162,0.0012151,
4283,2001,2001,1,3,62,62,15,1,UZB,2001,2001,1,3,2,1764000,52,433,84938,24964,5321,0.0029296,AFG,2001,2001,0,0,0,245000,-9,0,677,22080,4162,0.0012151,
4283,2001,2001,1,3,62,62,15,1,GMY,2001,2001,1,3,2,26902000,308,44803,480530,82340,25345,0.0262841,AFG,2001,2001,0,0,0,245000,-9,0,677,22080,4162,0.0012151,
4283,2001,2001,1,3,62,62,15,1,GRC,2001,2001,1,3,2,5517000,159,1281,64999,10950,2054,0.0038224,AFG,2001,2001,0,0,0,245000,-9,0,677,22080,4162,0.0012151,
4283,2001,2001,1,3,62,62,15,1,SPN,2001,2001,1,3,2,6938000,144,16504,174838,40721,12627,0.0098896,AFG,2001,2001,0,0,0,245000,-9,0,677,22080,4162,0.0012151,
4283,2001,2001,1,3,62,62,15,1,FRN,2001,2001,1,3,2,32909000,274,19343,272497,59454,10780,0.018026,AFG,2001,2001,0,0,0,245000,-9,0,677,22080,4162,0.0012151,
4283,2001,2001,1,3,62,62,15,1,RUS,2001,2001,1,3,2,63684000,977,58970,1072009,145976,66734,0.0535273,AFG,2001,2001,0,0,0,245000,-9,0,677,22080,4162,0.0012151,
4283,2001,2001,1,3,62,62,15,1,NTH,2001,2001,1,3,2,6257000,50,6037,174236,16046,4967,0.0056058,AFG,2001,2001,0,0,0,245000,-9,0,677,22080,4162,0.0012151,
4283,2001,2001,1,3,62,62,15,1,AUL,2001,2001,1,3,2,6752000,51,7033,183942,19413,14414,0.0069085,AFG,2001,2001,0,0,0,245000,-9,0,677,22080,4162,0.0012151,
4283,2001,2001,1,3,62,62,15,1,UKG,2001,2001,1,3,2,34714000,211,13543,364927,59113,53247,0.0213525,AFG,2001,2001,0,0,0,245000,-9,0,677,22080,4162,0.0012151,
4284,2001,2001,8,4,1,1,1,1,CEN,2001,2001,1,2,0,15000,3,0,637,3820,791,0.0002061,CHA,2001,2001,0,0,0,13000,30,0,1910,8322,1357,0.0006114,
