dispnum3,styear,endyear,outcome,settle,maxdur,mindur,numa,numb,a_ccode,a_styear,a_endyear,a_revstate,a_revtype1,a_revtype2,a_milex,a_milper,a_irst,a_pec,a_tpop,a_upop,a_cinc,b_ccode,b_styear,b_endyear,b_revstate,b_revtype1,b_revtype2,b_milex,b_milper,b_irst,b_pec,b_tpop,b_upop,b_cinc,war_names
57,1853,1856,2,1,1035,1035,1,5,365,1853,1856,1,2,-9,32248.75,1352.75,244.75,154.75,70850,1083.25,0.147405225,640,1853,1856,0,0,-9,1521.25,160,5,15.5,34653.5,954,0.039068475,
57,1853,1856,2,1,1035,1035,1,5,365,1853,1856,1,2,-9,32248.75,1352.75,244.75,154.75,70850,1083.25,0.147405225,300,1854,1856,0,0,-9,15358.33333,464.6666667,277,1363.666667,37102,958,0.071346267,
57,1853,1856,2,1,1035,1035,1,5,365,1853,1856,1,2,-9,32248.75,1352.75,244.75,154.75,70850,1083.25,0.147405225,325,1855,1856,0,0,-9,2402.5,52.5,20,110,5009.5,244.5,0.0099076,
61,1962,1962,4,1,319,319,1,2,2,1962,1962,1,3,-9,52381008,2807,89202,1508570,186538,50916,0.2099114,365,1962,1962,0,0,-9,49976192,3000,78307,702972,221730,55680,0.1763372,
61,1962,1962,4,1,319,319,1,2,2,1962,1962,1,3,-9,52381008,2807,89202,1508570,186538,50916,0.2099114,40,1962,1962,0,0,-9,200000,270,54,5378,7254,1630,0.0036522,
64,1826,1826,4,1,185,185,1,1,365,1826,1826,1,2,-9,7376,578,157,27,53000,722,0.1500554,640,1826,1826,0,0,-9,-9,190,0,3,28442,881,0.0651783,
65,1883,1883,4,1,1,1,1,1,300,1883,1883,1,1,-9,10807,297,698,10625,39862,1757,0.0466863,360,1883,1883,0,0,-9,1056,36,0,104,4730,225,0.0042512,
67,1934,1934,5,3,7,7,3,1,345,1934,1934,0,0,-9,41973,115,90,2964,14566,606,0.0063762,255,1934,1934,0,0,-9,709088,315,11923,159244,65595,20101,0.0891284,
67,1934,1934,5,3,7,7,3,1,325,1934,1934,0,0,-9,455733,362,1850,15445,42280,7530,0.0351188,255,1934,1934,0,0,-9,709088,315,11923,159244,65595,20101,0.0891284,
67,1934,1934,5,3,7,7,3,1,315,1934,1934,0,0,-9,83542,118,940,18482,15057,1554,0.0116052,255,1934,1934,0,0,-9,709088,315,11923,159244,65595,20101,0.0891284,
68,1900,1900,4,2,40,10,2,1,220,1900,1900,0,0,-9,40569,621,1565,48650,38940,5233,0.0747144,42,1900,1900,0,0,-9,-9,1,0,0,600,0,0.0001458,
68,1900,1900,4,2,40,10,2,1,2,1900,1900,0,0,-9,41481,126,10352,256081,76094,14207,0.1879988,42,1900,1900,0,0,-9,-9,1,0,0,600,0,0.0001458,
69,1914,1916,1,2,981,981,1,1,2,1914,1916,1,3,-9,262758,173,33339,594543,100539.3333,24012,0.220460933,42,1914,1916,0,0,-9,-9,1,0,0,810,0,0.000146,
71,1850,1850,4,1,101,101,1,1,200,1850,1850,1,2,-9,11606,201,2250,59236,27524,4533,0.3041713,350,1850,1850,0,0,-9,245,9,0,15,1006,0,0.0015531,
77,1898,1898,4,1,48,48,1,1,200,1898,1898,1,1,-9,38741,331,8748,170616,40381,13017,0.1574313,220,1898,1898,0,0,-9,37337,654,2525,43216,38820,5008,0.0821318,
78,1847,1848,5,3,185,185,1,1,300,1847,1848,1,2,-9,6676,363,177,841.5,36289.5,781,0.0737392,327,1847,1848,0,0,-9,-9,12.5,0,-9,2978,169.5,0.00667935,
86,1907,1908,1,3,365,365,2,1,230,1907,1908,0,0,-9,6614.5,121.5,311,6149,19455,1781.5,0.014506,600,1907,1908,0,0,-9,-9,6,0,0,4189.5,140.5,0.0012461,
86,1907,1908,1,3,365,365,2,1,220,1907,1908,1,2,-9,44603,619,2745,55292.5,39320,5561.5,0.0713043,600,1907,1908,0,0,-9,-9,6,0,0,4189.5,140.5,0.0012461,
88,1870,1871,2,2,235,235,4,1,220,1870,1871,0,0,-9,56694.5,726,1019,18935.5,37315,3368.5,0.13236085,255,1870,1871,1,4,-9,35198.5,659.5,1342.5,30473,36112,1769.5,0.1129468,
88,1870,1871,2,2,235,235,4,1,220,1870,1871,0,0,-9,56694.5,726,1019,18935.5,37315,3368.5,0.13236085,267,1870,1870,0,0,-9,795,14,10,-9,1458,0,0.0020298,
88,1870,1871,2,2,235,235,4,1,220,1870,1871,0,0,-9,56694.5,726,1019,18935.5,37315,3368.5,0.13236085,271,1870,1870,0,0,-9,435,14,10,-9,1806,0,0.0017541,Franco-Prussian War
88,1870,1871,2,2,235,235,4,1,220,1870,1871,0,0,-9,56694.5,726,1019,18935.5,37315,3368.5,0.13236085,245,1870,1870,0,0,-9,1247,-9,30,285,4851,173,0.0044664,
89,1822,1823,1,2,419,419,4,1,365,1823,1823,0,0,-9,9261,684,149,14,50800,495,0.1560409,230,1822,1823,0,0,-9,-9,136,10,0,11628,265.5,0.03116625,
89,1822,1823,1,2,419,419,4,1,220,1822,1823,1,2,-9,11652,249.5,180,1285,30820,937.5,0.1391317,230,1822,1823,0,0,-9,-9,136,10,0,11628,265.5,0.03116625,
89,1822,1823,1,2,419,419,4,1,255,1823,1823,0,0,-9,3377,130,39,1500,11844,212,0.0492057,230,1822,1823,0,0,-9,-9,136,10,0,11628,265.5,0.03116625,
89,1822,1823,1,2,419,419,4,1,300,1823,1823,0,0,-9,6136,272,72,100,31543,674,0.092077,230,1822,1823,0,0,-9,-9,136,10,0,11628,265.5,0.03116625,
91,1887,1887,5,3,1,1,1,1,365,1887,1887,1,2,-9,23279,837,613,5631,113100,3973,0.0924203,640,1887,1887,0,0,-9,-9,211,10,124,26252,734,0.0181614,
92,1964,1964,1,2,12,12,1,1,220,1964,1964,1,3,-9,4964419,690,19780,151682,48310,8674,0.0288329,481,1964,1964,0,0,-9,2001,1,0,13,494,0,3.60E-05,
95,1909,1910,4,1,212,153,1,1,255,1909,1910,1,2,-9,59491.5,670,12307.5,169602.5,64142.5,12746.5,0.1354754,41,1909,1910,0,0,-9,-9,12,0,0,1685,0,0.0006634,
96,1886,1886,4,3,43,43,5,1,300,1886,1886,1,2,-9,10227,297,720,11210,41062,2019,0.0460961,350,1886,1886,0,0,-9,912,28,0,103,1967,105,0.0026601,
96,1886,1886,4,3,43,43,5,1,325,1886,1886,1,2,-9,13001,227,12,3090,29400,2591,0.0366324,350,1886,1886,0,0,-9,912,28,0,103,1967,105,0.0026601,
96,1886,1886,4,3,43,43,5,1,255,1886,1886,1,2,-9,20838,460,3128,61396,47103,4446,0.1136041,350,1886,1886,0,0,-9,912,28,0,103,1967,105,0.0026601,
96,1886,1886,4,3,43,43,5,1,200,1886,1886,1,2,-9,29412,265,7122,137935,36313,10400,0.200533,350,1886,1886,0,0,-9,912,28,0,103,1967,105,0.0026601,
96,1886,1886,4,3,43,43,5,1,365,1886,1886,1,2,-9,24932,820,531,6115,110900,3860,0.094627,350,1886,1886,0,0,-9,912,28,0,103,1967,105,0.0026601,
100,1914,1915,4,1,271,271,1,1,2,1914,1915,1,2,-9,255426.5,170,28278.5,568754.5,99828.5,23674,0.2142234,41,1914,1915,0,0,-9,661,6,0,0,1930,103,0.0005263,
104,1880,1880,6,1,153,93,1,1,365,1880,1880,0,0,-9,30408,909,449,5222,97700,3101,0.1044881,710,1880,1880,1,1,-9,-9,1000,20,0,367030,-9,0.1628285,
106,1895,1895,4,3,70,70,3,1,220,1895,1895,1,2,-9,35936,586,2004,38547,38460,4748,0.0885783,740,1895,1895,0,0,-9,11743,207,24,5074,41557,2637,0.031203,
106,1895,1895,4,3,70,70,3,1,255,1895,1895,1,2,-9,30885,602,4770,89736,52001,6998,0.1255714,740,1895,1895,0,0,-9,11743,207,24,5074,41557,2637,0.031203,
106,1895,1895,4,3,70,70,3,1,365,1895,1895,1,2,-9,36019,928,1455,19693,123900,5604,0.1072184,740,1895,1895,0,0,-9,11743,207,24,5074,41557,2637,0.031203,
108,1939,1939,2,2,2,2,1,1,325,1939,1939,1,1,-9,669412,581,2283,16851,44020,8196,0.0270297,339,1939,1939,0,0,-9,6984,9,0,174,1070,0,0.0002976,
109,1904,1904,5,3,61,2,1,1,300,1904,1904,0,0,-9,19241,312,1257,21920,48627,3567,0.0421002,325,1904,1904,0,0,-9,14580,263,201,6143,33020,3420,0.0280605,
111,1934,1936,1,2,535,535,2,1,200,1935,1936,0,0,-9,769345.5,328.5,10995.5,212414,46975,18171,0.07530545,325,1934,1936,1,1,-9,706266,695,2028,15058.66667,42623.33333,7654.666667,0.041884067,
111,1934,1936,1,2,535,535,2,1,530,1934,1936,0,0,-9,-9,233.3333333,0,1,13289,127.6666667,0.007622967,325,1934,1936,1,1,-9,706266,695,2028,15058.66667,42623.33333,7654.666667,0.041884067,
112,1860,1860,1,2,23,23,1,2,325,1860,1860,1,1,-9,10808,184,20,235,23927,249,0.0286275,327,1860,1860,0,0,-9,781,19,0,-9,3162,184,0.0045924,
112,1860,1860,1,2,23,23,1,2,325,1860,1860,1,1,-9,10808,184,20,235,23927,249,0.0286275,220,1860,1860,0,0,-9,25746,608,898,14260,36510,2742,0.1220797,
113,1860,1861,1,2,149,149,1,2,325,1860,1861,1,1,-9,11158.5,192.5,23.5,237.5,24017.5,919,0.03122955,329,1860,1861,0,0,-9,-9,91.5,0,-9,9195.5,646,0.01527075,
113,1860,1861,1,2,149,149,1,2,325,1860,1861,1,1,-9,11158.5,192.5,23.5,237.5,24017.5,919,0.03122955,220,1860,1861,0,0,-9,26186,568,932.5,14833.5,36950,2821,0.11532985,
114,1911,1911,1,1,37,37,1,1,325,1911,1911,0,0,-9,29379,291,736,10165,34680,3973,0.0332631,640,1911,1911,1,2,-9,11123,336,0,722,25569,963,0.0180268,
115,1859,1859,2,1,165,165,2,2,300,1859,1859,0,0,-9,22828,355,318,2174,37579,1074,0.0822447,325,1859,1859,1,1,-9,5716,53,20,193,5054,248,0.0147915,
115,1859,1859,2,1,165,165,2,2,255,1859,1859,0,0,-9,4553,153,490,11650,17994,713,0.0537894,220,1859,1859,0,0,-9,32307,465,864,13081,36500,2592,0.1387151,
115,1859,1859,2,1,165,165,2,2,300,1859,1859,0,0,-9,22828,355,318,2174,37579,1074,0.0822447,220,1859,1859,0,0,-9,32307,465,864,13081,36500,2592,0.1387151,
115,1859,1859,2,1,165,165,2,2,255,1859,1859,0,0,-9,4553,153,490,11650,17994,713,0.0537894,325,1859,1859,1,1,-9,5716,53,20,193,5054,248,0.0147915,
119,1885,1885,6,1,72,72,1,1,200,1885,1885,0,0,-9,38021,256,7534,139339,36015,10208,0.2157365,365,1885,1885,1,1,-9,25140,803,528,5870,108800,3750,0.0940839,
121,1853,1853,5,3,1,1,1,1,2,1853,1853,1,2,-9,4605,21,730,11570,25736,1496,0.0787437,300,1853,1853,0,0,-9,10937,514,241,1207,36866,888,0.0872489,
122,1961,1962,5,3,249,249,1,8,645,1961,1962,1,1,-9,130215.5,90.5,0,4345.5,7209.5,1832.5,0.00211145,616,1961,1962,0,0,-9,18095,18,0,46,4336.5,441,0.0005638,
122,1961,1962,5,3,249,249,1,8,645,1961,1962,1,1,-9,130215.5,90.5,0,4345.5,7209.5,1832.5,0.00211145,690,1961,1962,0,0,-9,18000,1,0,17740,341,0,0.0007437,
122,1961,1962,5,3,249,249,1,8,645,1961,1962,1,1,-9,130215.5,90.5,0,4345.5,7209.5,1832.5,0.00211145,625,1961,1962,0,0,-9,19529,18,0,14.5,11501,278.5,0.00090465,
122,1961,1962,5,3,249,249,1,8,645,1961,1962,1,1,-9,130215.5,90.5,0,4345.5,7209.5,1832.5,0.00211145,651,1961,1962,0,0,-9,270998.5,217.5,172,7490,26918,7124,0.0064169,
122,1961,1962,5,3,249,249,1,8,645,1961,1962,1,1,-9,130215.5,90.5,0,4345.5,7209.5,1832.5,0.00211145,200,1961,1962,0,0,-9,4941890,475,21630.5,240992,53049.5,18637.5,0.03889005,
122,1961,1962,5,3,249,249,1,8,645,1961,1962,1,1,-9,130215.5,90.5,0,4345.5,7209.5,1832.5,0.00211145,663,1961,1962,0,0,-9,55306.5,35,0,11,1721,258,0.00054895,
122,1961,1962,5,3,249,249,1,8,645,1961,1962,1,1,-9,130215.5,90.5,0,4345.5,7209.5,1832.5,0.00211145,670,1961,1962,0,0,-9,65186,36,0,19085.5,4267,465.5,0.00152605,
122,1961,1962,5,3,249,249,1,8,645,1961,1962,1,1,-9,130215.5,90.5,0,4345.5,7209.5,1832.5,0.00211145,630,1961,1961,0,0,-9,184797,185,0,36448,22109,4071,0.0059514,
123,1845,1846,1,2,360,331,2,1,220,1845,1846,1,2,-9,18591.5,372.5,480.5,6490.5,35280,1516.5,0.1393943,160,1845,1846,0,0,-9,218.5,-9,0,30,774.5,107,0.00284975,
123,1845,1846,1,2,360,331,2,1,200,1845,1846,1,2,-9,12493,184.5,2205,49645,27889,4109.5,0.31054665,160,1845,1846,0,0,-9,218.5,-9,0,30,774.5,107,0.00284975,
125,1958,1958,8,4,164,164,2,3,200,1958,1958,1,2,-9,4469098,614,19880,221539,51842,18771,0.0452031,365,1958,1958,0,0,-9,30241936,3900,54920,559868,206775,47102,0.1709534,
125,1958,1958,8,4,164,164,2,3,200,1958,1958,1,2,-9,4469098,614,19880,221539,51842,18771,0.0452031,645,1958,1958,0,0,-9,86810,64,0,3183,6488,1387,0.0017766,
125,1958,1958,8,4,164,164,2,3,2,1958,1958,1,2,-9,45503008,2411,77342,1437859,174882,49733,0.23447,651,1958,1958,0,0,-9,203906,107,28,5314,24655,5794,0.0053219,
125,1958,1958,8,4,164,164,2,3,2,1958,1958,1,2,-9,45503008,2411,77342,1437859,174882,49733,0.23447,645,1958,1958,0,0,-9,86810,64,0,3183,6488,1387,0.0017766,
125,1958,1958,8,4,164,164,2,3,2,1958,1958,1,2,-9,45503008,2411,77342,1437859,174882,49733,0.23447,365,1958,1958,0,0,-9,30241936,3900,54920,559868,206775,47102,0.1709534,
125,1958,1958,8,4,164,164,2,3,200,1958,1958,1,2,-9,4469098,614,19880,221539,51842,18771,0.0452031,651,1958,1958,0,0,-9,203906,107,28,5314,24655,5794,0.0053219,
126,1853,1853,4,3,56,26,2,1,300,1853,1853,1,2,-9,10937,514,241,1207,36866,888,0.0872489,640,1853,1853,0,0,-9,-9,160,0,14,36933,1172,0.0471254,
126,1853,1853,4,3,56,26,2,1,365,1853,1853,1,2,-9,19928,761,238,142,70100,1069,0.1354154,640,1853,1853,0,0,-9,-9,160,0,14,36933,1172,0.0471254,
127,1921,1921,6,1,248,248,4,1,211,1921,1921,0,0,-9,39382,100,789,20454,7482,889,0.0106286,255,1921,1921,0,0,-9,74696,114,9997,150490,62473,15980,0.0926383,
127,1921,1921,6,1,248,248,4,1,200,1921,1921,0,0,-9,824711,448,3762,148471,47168,18563,0.0981886,255,1921,1921,0,0,-9,74696,114,9997,150490,62473,15980,0.0926383,
127,1921,1921,6,1,248,248,4,1,220,1921,1921,1,2,-9,318474,547,3099,52964,39240,5992,0.0501187,255,1921,1921,0,0,-9,74696,114,9997,150490,62473,15980,0.0926383,
127,1921,1921,6,1,248,248,4,1,325,1921,1921,0,0,-9,490890,290,700,8650,37974,5168,0.0352289,255,1921,1921,0,0,-9,74696,114,9997,150490,62473,15980,0.0926383,
128,1905,1905,4,1,330,330,5,1,365,1905,1905,1,2,-9,170006,2365,2266,33355,143900,8457,0.1631346,640,1905,1905,0,0,-9,-9,298,0,593,28775,902,0.0157744,
128,1905,1905,4,1,330,330,5,1,200,1905,1905,1,2,-9,55604,394,5905,193559,42981,14435,0.1206673,640,1905,1905,0,0,-9,-9,298,0,593,28775,902,0.0157744,
128,1905,1905,4,1,330,330,5,1,220,1905,1905,1,2,-9,41947,626,2255,48114,39220,5446,0.0623629,640,1905,1905,0,0,-9,-9,298,0,593,28775,902,0.0157744,
128,1905,1905,4,1,330,330,5,1,325,1905,1905,1,2,-9,14844,266,270,6745,33190,3494,0.0252223,640,1905,1905,0,0,-9,-9,298,0,593,28775,902,0.0157744,
128,1905,1905,4,1,330,330,5,1,300,1905,1905,1,2,-9,20591,313,1459,22638,48881,3678,0.0382614,640,1905,1905,0,0,-9,-9,298,0,593,28775,902,0.0157744,
129,1931,1933,1,2,622,622,1,1,740,1931,1933,1,1,-9,213858.6667,344.3333333,2493,39168.66667,66441,12522.66667,0.046405367,710,1931,1933,0,0,-9,85858.33333,1700,23.33333333,27667,491208.6667,16154.33333,0.124509833,
131,1899,1900,4,1,229,200,1,2,365,1899,1900,1,4,-9,43172,1040,2464.5,31856,131600,6621,0.1083714,730,1899,1900,0,0,-9,155,4.5,0,0,11241,203.5,0.002444,
131,1899,1900,4,1,229,200,1,2,365,1899,1900,1,4,-9,43172,1040,2464.5,31856,131600,6621,0.1083714,740,1900,1900,0,0,-9,13311,182,1,8010,43847,3856,0.0288864,
133,1923,1923,6,1,5,5,1,3,368,1923,1923,1,1,-9,6469,30,0,1870,2154,0,0.0013524,220,1923,1923,0,0,-9,418297,511,5222,70127,39880,6096,0.0576591,
133,1923,1923,6,1,5,5,1,3,368,1923,1923,1,1,-9,6469,30,0,1870,2154,0,0.0013524,325,1923,1923,0,0,-9,186033,311,1142,10524,38500,5518,0.0290861,
133,1923,1923,6,1,5,5,1,3,368,1923,1923,1,1,-9,6469,30,0,1870,2154,0,0.0013524,200,1923,1923,0,0,-9,584227,337,8618,207379,44596,18518,0.099046,
134,1939,1939,4,3,4,4,1,1,255,1939,1939,1,1,-9,12000000,2750,23733,255050,79798,23627,0.1779559,368,1939,1939,0,0,-9,11230,27,0,1824,2710,111,0.0009828,
135,1861,1867,2,2,1924,1924,3,1,200,1861,1862,1,3,-9,24803.5,310.5,3889,82254.5,29110.5,5822,0.25449175,70,1861,1867,0,0,-9,672.2857143,24.57142857,0,64.28571429,8785.714286,211,0.005616814,
135,1861,1867,2,2,1924,1924,3,1,220,1861,1867,1,3,-9,26287.14286,489.4285714,1160.142857,17797.28571,37830,2971,0.107296629,70,1861,1867,0,0,-9,672.2857143,24.57142857,0,64.28571429,8785.714286,211,0.005616814,
135,1861,1867,2,2,1924,1924,3,1,230,1861,1862,1,3,-9,4611.5,120,41.5,843.5,15725,794,0.01858935,70,1861,1867,0,0,-9,672.2857143,24.57142857,0,64.28571429,8785.714286,211,0.005616814,
136,1913,1914,4,3,497,497,1,1,2,1913,1914,1,3,-9,158015,160.5,27846.5,578442.5,98168,22968,0.2131377,70,1913,1914,0,0,-9,13239,30.5,0,1384.5,15230,665.5,0.0049542,
137,1831,1831,5,3,8,8,1,1,200,1831,1831,1,2,-9,8903,150,600,30981,24135,2849,0.2989098,235,1831,1831,0,0,-9,-9,43,0,0,3098,212,0.0103574,
139,1934,1935,3,2,64,34,1,1,710,1934,1935,0,0,-9,142206,1700,50,34877,501750.5,17035,0.1154622,740,1934,1935,1,1,-9,286531,404.5,4274,49093.5,68781.5,15445.5,0.0480802,
141,1880,1881,4,1,264,264,7,1,255,1880,1880,1,2,-9,19397,430,2468,47298,45093,3142,0.1056078,640,1880,1881,0,0,-9,5179,201,10,101.5,25394,686.5,0.02046175,
141,1880,1881,4,1,264,264,7,1,350,1880,1881,1,2,-9,369.5,47,0,79,1713.5,102,0.00289135,640,1880,1881,0,0,-9,5179,201,10,101.5,25394,686.5,0.02046175,
141,1880,1881,4,1,264,264,7,1,220,1880,1880,1,2,-9,32816,544,1725,28738,37450,3761,0.1083109,640,1880,1881,0,0,-9,5179,201,10,101.5,25394,686.5,0.02046175,
141,1880,1881,4,1,264,264,7,1,200,1880,1881,1,2,-9,21899,247.5,8074,134654,34778.5,9351.5,0.21747395,640,1880,1881,0,0,-9,5179,201,10,101.5,25394,686.5,0.02046175,
141,1880,1881,4,1,264,264,7,1,300,1880,1880,1,2,-9,10314,273,464,8767,38960,1560,0.0439186,640,1880,1881,0,0,-9,5179,201,10,101.5,25394,686.5,0.02046175,
141,1880,1881,4,1,264,264,7,1,365,1880,1880,1,2,-9,30408,909,449,5222,97700,3101,0.1044881,640,1880,1881,0,0,-9,5179,201,10,101.5,25394,686.5,0.02046175,
141,1880,1881,4,1,264,264,7,1,325,1880,1880,1,2,-9,8872,167,17,1851,28210,2368,0.0321662,640,1880,1881,0,0,-9,5179,201,10,101.5,25394,686.5,0.02046175,
142,1821,1821,5,3,24,24,1,1,365,1821,1821,1,2,-9,9654,949,159,14,49300,384,0.1738877,640,1821,1821,0,0,-9,-9,181,0,1,26772,836,0.0637889,
144,1854,1854,5,3,115,85,1,1,2,1854,1854,1,2,-9,5765,21,668,13632,26561,1623,0.0742004,200,1854,1854,0,0,-9,76329,234,3119,70914,27658,4943,0.336089,
145,1927,1927,5,3,83,83,7,1,220,1927,1927,0,0,-9,452194,494,8349,85465,40940,6302,0.0627019,710,1927,1927,0,0,-9,64307,1700,30,24306,470852,-9,0.1321129,
145,1927,1927,5,3,83,83,7,1,740,1927,1927,0,0,-9,233185,274,1728,39288,61659,9230,0.0402106,710,1927,1927,0,0,-9,64307,1700,30,24306,470852,-9,0.1321129,
145,1927,1927,5,3,83,83,7,1,200,1927,1927,1,2,-9,567952,338,9243,215511,45389,18425,0.0910882,710,1927,1927,0,0,-9,64307,1700,30,24306,470852,-9,0.1321129,
145,1927,1927,5,3,83,83,7,1,325,1927,1927,0,0,-9,296251,318,1596,16136,39810,6290,0.034717,710,1927,1927,0,0,-9,64307,1700,30,24306,470852,-9,0.1321129,
145,1927,1927,5,3,83,83,7,1,230,1927,1927,0,0,-9,152758,129,671,9516,22630,3099,0.0168739,710,1927,1927,0,0,-9,64307,1700,30,24306,470852,-9,0.1321129,
145,1927,1927,5,3,83,83,7,1,2,1927,1927,1,2,-9,596501,249,45656,842978,119035,33389,0.2386266,710,1927,1927,0,0,-9,64307,1700,30,24306,470852,-9,0.1321129,
145,1927,1927,5,3,83,83,7,1,235,1927,1927,0,0,-9,15859,51,0,1424,6550,765,0.0037751,710,1927,1927,0,0,-9,64307,1700,30,24306,470852,-9,0.1321129,
146,1827,1828,1,2,259,230,3,1,365,1827,1828,1,2,-9,7733.5,649.5,181,26,54200,826.5,0.1559816,640,1827,1828,0,0,-9,-9,160,0,3,28962,895.5,0.06010115,
146,1827,1828,1,2,259,230,3,1,220,1827,1828,1,2,-9,11043.5,242,218.5,2308,31900,1003,0.13921125,640,1827,1828,0,0,-9,-9,160,0,3,28962,895.5,0.06010115,
146,1827,1828,1,2,259,230,3,1,200,1827,1828,1,2,-9,10200,155,695,28581,23031,2609.5,0.32988195,640,1827,1828,0,0,-9,-9,160,0,3,28962,895.5,0.06010115,
147,1821,1821,1,2,83,53,1,1,300,1821,1821,1,3,-9,7864,273,72,100,30940,669,0.0985494,329,1821,1821,0,0,-9,-9,49,0,-9,6974,483,0.0307325,
148,1959,1960,5,3,468,468,1,1,710,1959,1960,1,2,-9,6670040,3221,16265,280297.5,652003.5,61444,0.1181196,790,1959,1960,0,0,-9,2506.5,20,0,1,9178,119,0.0007584,
149,1856,1857,6,1,190,190,1,1,255,1856,1857,1,1,-9,4142.5,142,490,12315,17440,688.5,0.05376955,225,1856,1857,0,0,-9,61,15,10,51,2466.5,0,0.0022323,
151,1926,1926,4,2,145,145,1,1,2,1926,1926,1,3,-9,558004,247,49069,852304,117397,32464,0.2632676,93,1926,1926,0,0,-9,132,3,0,0,668,0,0.0001707,
152,1896,1898,6,1,561,531,1,1,220,1896,1898,1,1,-9,36940,630,2449.666667,41620,38690,4900,0.0864935,200,1896,1898,1,1,-9,36393.66667,321.6666667,8828,168779.6667,39989,12776.66667,0.165636667,
153,1833,1833,4,3,19,19,2,2,200,1833,1833,1,2,-9,8184,144,730,32261,24602,3006,0.3034555,640,1833,1833,0,0,-9,-9,129,0,2,30951,949,0.0532578,
153,1833,1833,4,3,19,19,2,2,220,1833,1833,1,2,-9,14117,299,236,2779,32890,1106,0.1385674,365,1833,1833,0,0,-9,8671,900,159,25,58500,905,0.1573244,
153,1833,1833,4,3,19,19,2,2,220,1833,1833,1,2,-9,14117,299,236,2779,32890,1106,0.1385674,640,1833,1833,0,0,-9,-9,129,0,2,30951,949,0.0532578,
153,1833,1833,4,3,19,19,2,2,200,1833,1833,1,2,-9,8184,144,730,32261,24602,3006,0.3034555,365,1833,1833,0,0,-9,8671,900,159,25,58500,905,0.1573244,
154,1850,1850,6,1,65,65,1,6,255,1850,1850,1,2,-9,3528,131,211,5750,16608,567,0.0490345,271,1850,1850,0,0,-9,201,8,10,-9,1745,0,0.0025537,
154,1850,1850,6,1,65,65,1,6,255,1850,1850,1,2,-9,3528,131,211,5750,16608,567,0.0490345,365,1850,1850,0,0,-9,18647,871,228,108,68500,1047,0.1443869,
154,1850,1850,6,1,65,65,1,6,255,1850,1850,1,2,-9,3528,131,211,5750,16608,567,0.0490345,220,1850,1850,0,0,-9,16838,439,406,7191,35630,1632,0.1270325,
154,1850,1850,6,1,65,65,1,6,255,1850,1850,1,2,-9,3528,131,211,5750,16608,567,0.0490345,273,1850,1850,0,0,-9,147,7,10,121,758,0,0.0017036,
154,1850,1850,6,1,65,65,1,6,255,1850,1850,1,2,-9,3528,131,211,5750,16608,567,0.0490345,300,1850,1850,0,0,-9,11210,434,155,912,36514,801,0.0837153,
154,1850,1850,6,1,65,65,1,6,255,1850,1850,1,2,-9,3528,131,211,5750,16608,567,0.0490345,245,1850,1850,0,0,-9,796,58,20,100,4531,0,0.0081994,
156,1906,1906,3,3,101,74,1,1,640,1906,1906,1,1,-9,-9,310,0,610,28922,911,0.0177462,200,1906,1906,0,0,-9,53899,384,6566,200326,43360,14607,0.1233785,
157,1937,1941,9,2,1615,1615,1,1,740,1937,1941,1,1,-9,1826938.8,1150.4,6533.8,60822.2,71434.8,20363,0.0577796,710,1937,1941,0,0,-9,229287.2,1801.6,52.4,40413.2,521347.8,19839.8,0.09975736,
158,1921,1921,4,3,201,201,2,1,2,1921,1921,0,0,-9,1116342,387,20101,622541,108538,28210,0.2532295,95,1921,1921,1,1,-9,-9,0,0,0,450,0,7.05E-05,
158,1921,1921,4,3,201,201,2,1,94,1921,1921,1,1,-9,-9,1,0,0,430,0,8.51E-05,95,1921,1921,1,1,-9,-9,0,0,0,450,0,7.05E-05,
159,1903,1904,1,2,85,85,1,1,2,1903,1904,1,4,-9,45866,108,14425,354828,81399,16099.5,0.20771905,100,1903,1904,0,0,-9,-9,12.5,0,34.5,4065,110.5,0.00144205,
160,1838,1839,1,2,354,354,1,1,220,1838,1839,1,2,-9,12336,302,349,4239,33865,1271,0.13469175,70,1838,1839,0,0,-9,-9,25,0,2,6911.5,143,0.00956855,
164,1904,1904,7,1,29,29,3,1,2,1904,1904,1,2,-9,47918,110,14082,353388,82166,16387,0.2049416,600,1904,1904,0,0,-9,-9,10,0,0,4003,137,0.0013981,
164,1904,1904,7,1,29,29,3,1,200,1904,1904,0,0,-9,59715,409,5108,190787,42610,14266,0.1348405,600,1904,1904,0,0,-9,-9,10,0,0,4003,137,0.0013981,
164,1904,1904,7,1,29,29,3,1,220,1904,1904,0,0,-9,38956,596,2096,47614,39190,5422,0.0702518,600,1904,1904,0,0,-9,-9,10,0,0,4003,137,0.0013981,
165,1911,1912,1,2,333,333,1,1,365,1911,1912,1,2,-9,68901.5,1430.5,4226,48972.5,165900,11527,0.12205345,630,1911,1912,0,0,-9,-9,30,0,62,10695,504,0.0037436,
166,1908,1908,5,3,63,63,1,1,365,1908,1908,1,2,-9,58887,1381,2698,44039,152500,9755,0.1208453,630,1908,1908,0,0,-9,5040,30,0,14,10430,483,0.0053671,
167,1821,1821,1,2,30,30,1,1,300,1821,1821,1,3,-9,7864,273,72,100,30940,669,0.0985494,325,1821,1821,0,0,-9,931,43,10,0,3938,0,0.0108699,
